Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
SW2,KMR2,BTN_KMR2_4.6X2.8,145.796,-77.089,0.0,bottom
TP1,TESTPOINTROUND1.5MMNO,TESTPOINT_ROUND_1.5MM_NO,141.732,-81.026,180.0,bottom
U1,MAX706RESA,SO-8_3.9x4.9mm_P1.27mm,179.4458,-73.6194,135.0,top
U2,W25Q128JV,SOIC-8_5.275x5.275mm_P1.27mm,137.893628,-76.916413,90.0,top
U3,RFM98PW,RFM95PW,174.872599,-104.165399,-90.0,top
U4,RFM9xBreakout,HOPERF_RFM9XW_SMD,174.3456,-113.8174,-90.0,top
U5,VL6180XV0NR/1,VL6180,118.4458,-135.3194,180.0,bottom
U6,LP5907-2.8V,SOT23-5,135.1208,-105.0444,180.0,top
U7,74AHC4050,SOIC127P600X175-16N,143.3508,-105.3194,0.0,top
U8,BNO080,BNO080,156.0458,-107.4194,90.0,top
U20,DNI,SON127P600X500X90-9N,137.893628,-76.916413,90.0,top
X1,microUSB,MOLEX_105164-0001,146.2358,-62.9169,0.0,bottom
X2,32.768,XTAL3215,151.8458,-108.0194,-90.0,top
Y1,12MHZ,CRYSTAL_2.5X2,152.587335,-84.494376,45.0,top
